city_a_estimate,city_b_estimate,click_events,comprehension_ease,condition,condition_id,condition_name,confidence_label,confidence_rating,data_trust,display_format,end_time,failed_audio,failed_images,failed_video,hover_events,interaction_log,internal_node_id,participant_id,percent_score,phase,phase1_complete,phase2_complete,predictions_shown,probability_estimate,question_order,response,responses,round,rt,rt_total,skeptical_rating,slider_moved,start_time,stimulus,success,time_elapsed,time_on_viz,timeout,total_interactions,total_questions,total_score,travel_choice,trial_index,trial_type,trust_composite,usability_composite,usability_difficulty,view_history,visualization_literacy_score,visualization_shown
,,,,,,,,,,,,,,,,,0.0-10.0,676c45d92368330a2c254895,,,,,,,,0,,,5172,,,,,"
			<div class=""section-intro"">
				<h2>Trust & Experience Assessment</h2>
				<p>Thank you for completing the prediction tasks!</p>
				<p>Now we'd like to understand your experience with the forecast visualization you just used.</p>
			</div>
		",,870397,,,,,,,10,html-button-response,,,,,,
,,,,,condition_8_bad,Bad Control,,,,poor_interactions,,,,,,,0.0-11.0,676c45d92368330a2c254895,,2,,,,,"[""navigation_control"",""content_control"",""pace_control"",""company_communication"",""interface_responsiveness"",""customer_communication"",""personal_conversation"",""interface_interaction"",""interface_sensitivity""]","{""navigation_control"":3,""content_control"":2,""pace_control"":4,""company_communication"":2,""interface_responsiveness"":3,""customer_communication"":2,""personal_conversation"":1,""interface_interaction"":4,""interface_sensitivity"":3}",,1,45758.80000000447,,,,,,,916157,,,,,,,11,trust-survey,,,,,,
,,,5,,condition_8_bad,Bad Control,,,5,poor_interactions,,,,,,,0.0-12.0,676c45d92368330a2c254895,,2,,,,,"[""skeptical_rating"",""data_trust"",""usability_difficulty"",""comprehension_ease""]","{""skeptical_rating"":3,""data_trust"":4,""usability_difficulty"":2,""comprehension_ease"":4}",,1,13791,,4,,,,,929948,,,,,,,12,trust-survey,5,5,3,,,
,,,,,,,,,,,,,,,,,0.0-13.0,676c45d92368330a2c254895,,,,,,,,0,,,3830,,,,,"
			<div class=""section-intro"">
				<h2>Background Information</h2>
				<p>We're almost finished! This final section will ask for some background information to help us understand our results.</p>
			</div>
		",,933780,,,,,,,13,html-button-response,,,,,,
,,,,,condition_8_bad,Bad Control,,,,,,,,,,,0.0-14.0,676c45d92368330a2c254895,,,,,,,"[""respect_others"",""good_word_everyone"",""retreat_from_others"",""avoid_contacts""]","{""respect_others"":4,""good_word_everyone"":3,""retreat_from_others"":2,""avoid_contacts"":2}",,,9799.5,,,,,,,943580,,,,,,,14,personality-survey,,,,,,
,,,,,condition_8_bad,Bad Control,,,,,,,,,,,0.0-15.0,676c45d92368330a2c254895,,,,,,,,"{""age"":""33"",""major_field"":""education""}",,,11157,,,,,,,954741,,,,,,,15,survey-text,,,,,,
,,,,,condition_8_bad,Bad Control,,,,,,,,,,,0.0-16.0,676c45d92368330a2c254895,,,,,,,"[0,1]","{""education"":""Master's degree"",""viz_experience"":""A few times per year""}",,,8422,,,,,,,963164,,,,,,,16,survey-multi-choice,,,,,,
,,,,,,,,,,,,,,,,,0.0-17.0,676c45d92368330a2c254895,,,,,,,,,,,,,,,,,true,964166,,,,,,,17,fullscreen,,,,,,
,,,,,,,,,,,,,,,,,0.0-18.0,676c45d92368330a2c254895,,,,,,,,0,,,12980,,,,,"
            <div class=""debrief"">
                <h2>Thank You!</h2>
                <p>This study investigated how different ways of presenting uncertainty in predictions affect trust and decision-making.</p>
                
                <h3>Study Background:</h3>
                <p>You were randomly assigned to one of nine different visualization conditions. The goal is to understand which formats help people make better decisions and maintain appropriate trust in prediction systems.</p>
                
                <p>The air quality data you saw was synthetic (computer-generated) for research purposes.</p>
                
                <h3>Questions?</h3>
                <p>If you have questions about this research, please contact the research team.</p>
                
                <p>Your participation contributes to understanding how to design better prediction visualizations for real-world applications like weather forecasting, financial predictions, and public health data.</p>
            </div>
        ",,977148,,,,,,,18,html-button-response,,,,,,
,,,,"{""id"":""condition_8_bad"",""name"":""Bad Control"",""displayFormat"":""poor_interactions"",""description"":""Poor interactions (forced clicks, timed pop-ups, disappearing elements)"",""instructions"":""Each line represent the prediction from one Forecast Agency.<br><br>Hint: Hover on the lines for more details""}",,,,,,,2025-12-08T20:51:39.547Z,,,,,,,676c45d92368330a2c254895,,,true,true,,,,,,,,,,,2025-12-08T20:36:22.543Z,,,,,,,,,,,,,,,,10,
